Storage System, MDisk, Time, Interval (s), Pool, RAID Level, Class, Back-end Read I/O Rate (ops/s), Back-end Write I/O Rate (ops/s), Total Back-end I/O Rate (ops/s), Back-end Read Data Rate (MiB/s), Back-end Write Data Rate (MiB/s), Total Back-end Data Rate (MiB/s), Back-end Read Response Time (ms/op), Back-end Write Response Time (ms/op), Overall Back-end Response Time (ms/op), Back-end Read Queue Time (ms/op), Back-end Write Queue Time (ms/op), Overall Back-end Queue Time (ms/op), Back-end Read Transfer Size (KiB/op), Back-end Write Transfer Size (KiB/op), Overall Back-end Transfer Size (KiB/op), Peak Back-end Write Response Time (ms), Peak Back-end Read Response Time (ms), Peak Back-end Read Queue Time (ms), Peak Back-end Write Queue Time (ms), Destage Target I/O (cnt), Destage In-flight I/O (cnt) 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0000, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 23.99, 14.78, 38.77, 0.29, 0.45, 0.74, 5.406, 0.276, 3.451, 0.011, 0.01, 0.011, 12.33, 31.358, 19.583, 10.076, 366.238, 0.012, 0.018, 13.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0100, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 33.26, 17.89, 51.15, 0.66, 0.52, 1.18, 4.525, 0.277, 3.04, 0.01, 0.01, 0.01, 20.233, 29.674, 23.534, 24.907, 190.466, 0.047, 0.015, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0001, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 29.55, 14.36, 43.91, 0.59, 0.5, 1.09, 3.605, 0.29, 2.521, 0.014, 0.014, 0.014, 20.524, 35.496, 25.42, 17.823, 254.889, 0.0090, 0.822, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0002, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 40.7, 22.79, 63.48, 0.67, 1.33, 2.0, 3.789, 0.337, 2.55, 0.012, 0.012, 0.012, 16.772, 59.74, 32.196, 8.247, 354.966, 0.01, 0.05, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0003, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 41.45, 12.81, 54.26, 0.45, 0.34, 0.78, 3.492, 0.261, 2.729, 0.01, 0.01, 0.01, 11.078, 26.857, 14.804, 17.92, 279.477, 0.01, 0.048, 13.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0004, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 29.79, 35.73, 65.52, 0.38, 2.03, 2.42, 4.125, 0.337, 2.059, 0.01, 0.0090, 0.0090, 13.222, 58.321, 37.817, 7.485, 354.559, 0.0070, 0.0080, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0101, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 62.58, 43.72, 106.3, 2.43, 4.05, 6.48, 2.828, 0.428, 1.841, 0.011, 0.012, 0.012, 39.741, 94.963, 62.452, 42.576, 141.82, 0.017, 0.55, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0400, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 542.69, 192.48, 735.17, 29.06, 7.81, 36.87, 1.681, 0.284, 1.315, 0.015, 0.011, 0.014, 54.828, 41.544, 51.35, 219.686, 327.568, 0.0090, 0.016, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0401, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 441.38, 166.24, 607.62, 35.72, 8.83, 44.55, 1.495, 0.309, 1.17, 0.016, 0.0090, 0.014, 82.867, 54.403, 75.08, 30.952, 629.947, 0.013, 0.061, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0402, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 404.87, 136.05, 540.93, 28.86, 4.44, 33.3, 1.638, 0.272, 1.294, 0.013, 0.0090, 0.012, 72.992, 33.438, 63.044, 61.993, 515.139, 0.087, 0.81, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0500, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 409.27, 137.07, 546.34, 27.0, 5.1, 32.1, 1.466, 0.275, 1.167, 0.034, 0.015, 0.029, 67.555, 38.076, 60.159, 59.57, 100.468, 0.015, 0.022, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0501, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 469.48, 162.8, 632.28, 37.77, 10.11, 47.87, 1.29, 0.334, 1.043, 0.015, 0.014, 0.015, 82.371, 63.57, 77.53, 13.178, 248.198, 0.013, 0.013, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0404, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 198.31, 113.89, 312.2, 8.93, 4.0, 12.93, 1.935, 0.279, 1.331, 0.014, 0.01, 0.013, 46.107, 36.003, 42.421, 134.188, 531.044, 0.015, 0.569, 12.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0504, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 400.94, 112.93, 513.88, 32.64, 4.7, 37.34, 1.37, 0.292, 1.133, 0.028, 0.011, 0.024, 83.361, 42.652, 74.414, 2.895, 176.263, 0.029, 4.899, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0502, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 361.71, 108.92, 470.63, 24.84, 6.33, 31.16, 1.705, 0.325, 1.386, 0.011, 0.012, 0.011, 70.31, 59.483, 67.804, 10.268, 162.1, 0.018, 0.019, 13.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0405, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 307.71, 131.06, 438.77, 20.64, 5.11, 25.75, 1.598, 0.282, 1.205, 0.233, 0.023, 0.17, 68.677, 39.935, 60.092, 27.208, 509.47, 0.025, 109.084, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0505, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 435.48, 133.04, 568.52, 32.35, 3.32, 35.67, 1.322, 0.246, 1.07, 0.013, 0.0090, 0.012, 76.07, 25.532, 64.243, 49.97, 91.922, 0.03, 0.01, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0403, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 345.29, 114.86, 460.15, 32.05, 4.29, 36.35, 1.27, 0.278, 1.022, 0.01, 0.01, 0.01, 95.058, 38.277, 80.885, 24.331, 511.813, 0.01, 0.994, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0503, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 492.36, 121.41, 613.78, 38.0, 5.18, 43.18, 1.287, 0.298, 1.091, 0.03, 0.018, 0.027, 79.03, 43.72, 72.045, 38.756, 93.447, 1.929, 0.164, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0406, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 397.02, 161.41, 558.43, 32.27, 6.55, 38.82, 1.327, 0.285, 1.026, 0.02, 0.012, 0.018, 83.242, 41.53, 71.185, 54.561, 106.228, 0.02, 0.017, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0407, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 359.67, 189.45, 549.12, 28.0, 5.5, 33.5, 1.292, 0.257, 0.935, 0.017, 0.0090, 0.015, 79.714, 29.744, 62.474, 11.251, 173.406, 0.012, 0.011, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0005, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 68.16, 21.46, 89.62, 2.38, 1.85, 4.23, 2.597, 0.405, 2.072, 0.0090, 0.0090, 0.0090, 35.737, 88.368, 48.339, 1.415, 247.884, 0.011, 0.075, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0006, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 26.7, 13.7, 40.39, 0.61, 1.12, 1.73, 3.874, 0.378, 2.688, 0.012, 0.011, 0.012, 23.225, 84.087, 43.862, 6.632, 155.751, 0.015, 0.08, 8.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0007, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 41.42, 23.68, 65.1, 0.96, 1.15, 2.11, 3.531, 0.313, 2.36, 0.011, 0.012, 0.011, 23.722, 49.845, 33.224, 6.609, 179.625, 0.029, 0.024, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0102, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 18.01, 19.76, 37.77, 0.22, 0.78, 1.0, 4.268, 0.305, 2.195, 0.011, 0.0090, 0.01, 12.655, 40.489, 27.214, 45.015, 69.183, 0.019, 0.024, 17.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0103, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 40.22, 8.91, 49.13, 0.89, 0.25, 1.14, 4.396, 0.263, 3.646, 0.0090, 0.0090, 0.0090, 22.623, 28.559, 23.7, 7.481, 114.45, 0.01, 0.036, 10.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0104, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 59.43, 32.3, 91.73, 0.66, 2.23, 2.89, 2.695, 0.369, 1.876, 0.012, 0.043, 0.023, 11.366, 70.6, 32.224, 86.315, 295.877, 0.078, 0.163, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0105, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 49.19, 21.69, 70.88, 1.1, 1.09, 2.19, 3.895, 0.324, 2.802, 0.011, 0.012, 0.011, 22.852, 51.552, 31.633, 7.423, 267.597, 0.043, 0.043, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0106, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 39.66, 23.31, 62.97, 0.57, 0.7, 1.27, 3.251, 0.271, 2.148, 0.01, 0.01, 0.01, 14.791, 30.751, 20.698, 3.812, 134.599, 0.01, 0.0050, 13.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0107, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 17.09, 13.28, 30.37, 0.24, 0.43, 0.67, 4.046, 0.282, 2.401, 0.01, 0.011, 0.01, 14.556, 33.285, 22.744, 25.713, 83.964, 0.018, 0.0070, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0408, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 279.49, 183.04, 462.53, 12.04, 9.28, 21.32, 1.284, 0.308, 0.898, 0.024, 0.011, 0.018, 44.121, 51.923, 47.208, 273.199, 163.865, 0.017, 0.012, 18.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0506, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 303.97, 165.96, 469.93, 13.87, 5.05, 18.92, 1.536, 0.259, 1.085, 0.017, 0.011, 0.015, 46.741, 31.148, 41.234, 2.386, 428.675, 0.02, 0.031, 13.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0507, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 129.12, 104.65, 233.77, 4.76, 2.34, 7.1, 2.017, 0.241, 1.222, 0.022, 0.0090, 0.016, 37.726, 22.919, 31.098, 1.86, 67.042, 0.3, 0.607, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0800, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 297.12, 38.87, 335.99, 7.02, 1.34, 8.36, 5.874, 0.275, 5.226, 0.135, 0.0090, 0.12, 24.197, 35.212, 25.471, 5.631, 227.847, 0.01, 0.041, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0801, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 440.99, 61.13, 502.12, 9.58, 1.25, 10.84, 7.07, 0.243, 6.239, 0.275, 0.021, 0.244, 22.25, 21.013, 22.1, 2.81, 291.286, 0.011, 0.438, 13.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0802, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 314.76, 57.05, 371.81, 6.91, 2.81, 9.71, 7.417, 0.307, 6.326, 0.041, 0.014, 0.037, 22.466, 50.394, 26.752, 7.127, 258.419, 0.044, 0.135, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0803, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 407.49, 80.1, 487.59, 9.56, 1.49, 11.05, 8.334, 0.24, 7.004, 0.077, 0.01, 0.066, 24.028, 19.085, 23.216, 1.576, 354.641, 0.016, 1.118, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0804, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 327.39, 40.92, 368.31, 7.22, 1.52, 8.74, 6.969, 0.304, 6.229, 0.381, 0.0090, 0.34, 22.569, 38.092, 24.294, 68.795, 205.008, 0.019, 0.055, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0805, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 416.02, 44.88, 460.9, 9.79, 1.29, 11.09, 6.968, 0.253, 6.315, 0.09, 0.012, 0.083, 24.106, 29.477, 24.629, 1.711, 294.706, 0.019, 0.934, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0806, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 303.5, 43.41, 346.92, 6.4, 1.37, 7.76, 7.63, 0.269, 6.709, 0.327, 0.011, 0.288, 21.584, 32.233, 22.917, 69.874, 426.112, 0.017, 0.0090, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0807, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 454.24, 30.07, 484.31, 9.1, 1.05, 10.15, 7.101, 0.277, 6.677, 0.18, 0.01, 0.169, 20.521, 35.726, 21.465, 1.937, 296.467, 0.015, 0.489, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0900, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 380.4, 89.58, 469.98, 7.82, 1.65, 9.47, 6.896, 0.238, 5.627, 0.053, 0.0090, 0.044, 21.052, 18.877, 20.637, 38.187, 350.224, 0.01, 3.688, 16.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0901, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 443.29, 66.14, 509.43, 10.65, 3.2, 13.86, 7.304, 0.305, 6.395, 0.199, 0.014, 0.175, 24.61, 49.622, 27.857, 1.922, 243.261, 0.022, 2.817, 19.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0902, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 431.64, 20.88, 452.51, 8.68, 0.35, 9.03, 7.493, 0.229, 7.158, 0.069, 0.012, 0.067, 20.595, 17.068, 20.433, 1.403, 270.674, 0.016, 1.245, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0903, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 478.22, 55.64, 533.85, 10.4, 1.78, 12.18, 8.472, 0.271, 7.617, 0.057, 0.01, 0.052, 22.276, 32.727, 23.365, 9.145, 410.096, 0.015, 0.014, 17.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0904, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 488.38, 35.48, 523.86, 12.29, 0.96, 13.25, 7.179, 0.262, 6.711, 0.132, 0.0090, 0.123, 25.761, 27.823, 25.901, 10.551, 519.763, 0.018, 0.118, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0905, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 348.92, 58.0, 406.92, 7.82, 1.41, 9.22, 6.852, 0.251, 5.911, 0.041, 0.012, 0.037, 22.939, 24.808, 23.205, 39.807, 358.681, 0.014, 0.013, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0906, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 465.17, 52.57, 517.74, 9.66, 1.28, 10.93, 6.787, 0.253, 6.124, 0.181, 0.011, 0.164, 21.257, 24.856, 21.623, 1.647, 230.896, 0.018, 0.033, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_0907, 5/2/18 12:01 PM, 299, Tier15_CS4DS8870A_B_TP, Unknown, Unknown, 362.98, 56.7, 419.67, 8.05, 1.97, 10.03, 7.1, 0.274, 6.178, 0.063, 0.01, 0.056, 22.718, 35.627, 24.462, 25.783, 276.012, 18.595, 0.196, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0200, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 1.33, 0.43, 1.77, 0.02, 0.01, 0.02, 0.321, 0.256, 0.305, 0.0080, 0.0080, 0.0080, 11.89, 15.38, 12.742, 0.655, 0.898, 0.114, 0.0030, 10.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0201, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 1.21, 0.42, 1.63, 0.01, 0.01, 0.02, 0.443, 0.248, 0.393, 0.011, 0.256, 0.074, 10.327, 14.272, 11.342, 0.756, 1.195, 0.298, 1.932, 7.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0300, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 1.43, 0.22, 1.65, 0.01, 0.0, 0.02, 0.334, 0.231, 0.32, 0.012, 0.046, 0.016, 10.523, 8.985, 10.32, 0.663, 4.102, 0.012, 0.108, 6.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0301, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 2.19, 0.33, 2.52, 0.03, 0.0, 0.03, 0.277, 0.255, 0.274, 0.0080, 0.01, 0.0080, 12.526, 9.388, 12.117, 0.823, 1.462, 0.027, 0.03, 8.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0202, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 0.98, 0.3, 1.28, 0.01, 0.0, 0.01, 0.395, 0.244, 0.359, 0.01, 0.011, 0.01, 8.109, 13.344, 9.336, 0.673, 1.019, 0.0060, 0.01, 7.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4DS8870A_T0_0302, 5/2/18 12:01 PM, 299, Tier0_CS4DS8870A_A_TP, raid5, Unknown, 0.95, 0.29, 1.24, 0.01, 0.0, 0.02, 0.38, 0.273, 0.355, 0.011, 0.023, 0.013, 11.296, 16.386, 12.5, 0.814, 1.407, 0.014, 0.017, 9.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0409, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 266.88, 66.02, 332.9, 25.92, 2.51, 28.43, 0.989, 0.273, 0.847, 0.012, 0.011, 0.012, 99.465, 38.928, 87.458, 11.442, 93.92, 0.038, 0.021, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__040A, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 321.87, 63.76, 385.63, 28.01, 2.19, 30.19, 1.053, 0.268, 0.923, 0.0090, 0.0090, 0.0090, 89.101, 35.136, 80.178, 31.016, 426.211, 0.013, 0.199, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__040B, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 268.39, 81.9, 350.3, 22.75, 2.52, 25.27, 1.242, 0.259, 1.012, 0.014, 0.01, 0.013, 86.796, 31.516, 73.871, 7.029, 358.551, 0.01, 0.53, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0508, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 114.33, 39.33, 153.66, 6.53, 1.13, 7.67, 1.682, 0.253, 1.317, 0.03, 0.026, 0.029, 58.519, 29.506, 51.094, 1.391, 132.088, 0.014, 1.978, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0509, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 312.46, 112.07, 424.53, 26.78, 4.15, 30.93, 0.99, 0.273, 0.801, 0.015, 0.012, 0.014, 87.752, 37.913, 74.595, 4.433, 52.2, 0.015, 0.013, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__050A, 5/2/18 12:01 PM, 299, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 326.69, 99.55, 426.24, 21.63, 4.67, 26.3, 1.086, 0.299, 0.902, 0.01, 0.011, 0.01, 67.798, 48.033, 63.182, 7.593, 90.916, 0.0080, 0.392, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0000, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 23.67, 19.97, 43.64, 0.36, 0.58, 0.94, 5.189, 0.262, 2.935, 0.01, 0.011, 0.01, 15.393, 29.806, 21.988, 8.203, 281.24, 0.018, 0.011, 9.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0100, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 37.34, 15.07, 52.41, 0.87, 0.52, 1.39, 4.725, 0.275, 3.446, 0.0090, 0.01, 0.0090, 23.952, 35.145, 27.17, 6.737, 133.424, 0.018, 0.0090, 11.0, 1.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0001, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 29.67, 14.95, 44.61, 0.67, 1.02, 1.69, 3.912, 0.355, 2.72, 0.012, 0.013, 0.012, 23.147, 69.814, 38.782, 6.86, 205.996, 0.017, 1.211, 14.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0002, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 55.23, 37.13, 92.36, 1.08, 1.36, 2.45, 3.279, 0.277, 2.072, 0.011, 0.013, 0.012, 20.091, 37.584, 27.123, 20.582, 266.972, 0.018, 0.549, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0003, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 57.88, 33.74, 91.62, 1.2, 1.12, 2.32, 3.17, 0.275, 2.104, 0.01, 0.01, 0.01, 21.223, 33.905, 25.893, 28.114, 193.444, 0.024, 0.0090, 17.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0004, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 29.11, 26.43, 55.54, 0.41, 1.56, 1.97, 4.42, 0.338, 2.478, 0.0090, 0.0090, 0.0090, 14.554, 60.278, 36.312, 34.038, 299.032, 0.011, 0.018, 16.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T15_0101, 5/2/18 12:06 PM, 300, Tier15_CS4DS8870A_A_TP, Unknown, Unknown, 79.85, 53.02, 132.87, 2.69, 2.46, 5.15, 2.488, 0.304, 1.616, 0.011, 0.012, 0.011, 34.489, 47.568, 39.708, 12.508, 90.032, 0.016, 0.017, 18.0, 3.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0400, 5/2/18 12:06 PM, 300, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 335.12, 74.61, 409.72, 31.7, 1.7, 33.4, 1.23, 0.238, 1.05, 0.011, 0.011, 0.011, 96.861, 23.305, 83.467, 14.535, 231.447, 0.0090, 0.243, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0401, 5/2/18 12:06 PM, 300, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 495.99, 66.96, 562.95, 38.88, 1.38, 40.26, 1.398, 0.23, 1.259, 0.012, 0.0090, 0.012, 80.262, 21.167, 73.233, 16.787, 122.277, 0.012, 0.419, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0402, 5/2/18 12:06 PM, 300, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 420.59, 64.0, 484.59, 40.55, 0.99, 41.53, 1.375, 0.218, 1.222, 0.01, 0.0090, 0.01, 98.719, 15.777, 87.764, 14.606, 442.293, 0.0090, 0.045, 12.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0500, 5/2/18 12:06 PM, 300, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 301.13, 88.45, 389.58, 33.79, 1.56, 35.35, 1.402, 0.22, 1.133, 0.018, 0.013, 0.017, 114.89, 18.105, 92.916, 2.389, 448.926, 0.012, 2.127, 15.0, 2.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_T1__0501, 5/2/18 12:06 PM, 300, Tier1_CS4DS8870A_A_TP, raid5, Unknown, 287.25, 53.73, 340.98, 26.97, 1.26, 28.23, 1.28, 0.242, 1.117, 0.014, 0.011, 0.013, 96.144, 23.984, 84.774, 18.162, 508.055, 0.011, 0.037, 14.0, 2.0 
