Storage System, MDisk, Time, Interval (s), Pool, RAID Level, Class, Back-end Read I/O Rate (ops/s), Back-end Write I/O Rate (ops/s), Total Back-end I/O Rate (ops/s), Back-end Read Data Rate (MiB/s), Back-end Write Data Rate (MiB/s), Total Back-end Data Rate (MiB/s), Back-end Read Response Time (ms/op), Back-end Write Response Time (ms/op), Overall Back-end Response Time (ms/op), Back-end Read Queue Time (ms/op), Back-end Write Queue Time (ms/op), Overall Back-end Queue Time (ms/op), Back-end Read Transfer Size (KiB/op), Back-end Write Transfer Size (KiB/op), Overall Back-end Transfer Size (KiB/op), Peak Back-end Write Response Time (ms), Peak Back-end Read Response Time (ms), Peak Back-end Read Queue Time (ms), Peak Back-end Write Queue Time (ms), Destage Target I/O (cnt), Destage In-flight I/O (cnt) 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_020b, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 683.53, 45.1, 728.63, 17.6, 1.33, 18.93, 1.73, 0.354, 1.645, 0.14, 0.026, 0.133, 26.366, 30.312, 26.61, 13.993, 169.119, 0.043, 33.51, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0307, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 500.13, 64.28, 564.42, 9.29, 1.17, 10.46, 2.262, 0.289, 2.037, 0.449, 0.027, 0.401, 19.029, 18.57, 18.977, 16.989, 130.137, 11.991, 16.777, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0308, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 498.55, 45.5, 544.05, 12.6, 1.5, 14.09, 1.882, 0.353, 1.754, 0.164, 0.028, 0.153, 25.874, 33.68, 26.527, 9.105, 135.457, 39.861, 1.137, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_0309, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 528.56, 68.44, 597.0, 12.06, 1.77, 13.83, 1.982, 0.322, 1.792, 0.315, 0.03, 0.283, 23.368, 26.421, 23.718, 11.245, 143.852, 0.027, 1.189, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_030a, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 609.0, 49.43, 658.43, 13.02, 1.01, 14.04, 1.679, 0.32, 1.577, 0.087, 0.031, 0.082, 21.893, 21.027, 21.828, 10.602, 115.648, 0.227, 2.959, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_A_030b, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_A_TP, Unknown, Unknown, 611.65, 39.88, 651.52, 11.83, 1.17, 13.0, 1.348, 0.335, 1.286, 0.179, 0.028, 0.17, 19.811, 29.93, 20.431, 16.094, 150.264, 21.365, 2.837, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0402, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 529.92, 50.88, 580.81, 14.87, 1.71, 16.58, 2.152, 0.334, 1.992, 0.616, 0.025, 0.564, 28.725, 34.474, 29.228, 11.195, 198.872, 0.037, 0.259, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0403, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 798.86, 65.84, 864.7, 24.24, 1.83, 26.07, 2.055, 0.34, 1.925, 0.862, 0.027, 0.798, 31.071, 28.409, 30.868, 115.18, 145.214, 1.186, 0.097, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0404, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 802.8, 74.27, 877.07, 15.61, 2.06, 17.67, 1.8, 0.332, 1.676, 0.655, 0.03, 0.602, 19.912, 28.455, 20.635, 61.265, 181.069, 6.502, 0.478, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0405, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 494.38, 44.3, 538.68, 13.6, 1.94, 15.54, 2.14, 0.377, 1.995, 0.512, 0.023, 0.472, 28.171, 44.919, 29.548, 4.914, 213.758, 0.87, 2.71, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0406, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 434.92, 55.38, 490.3, 12.54, 2.31, 14.85, 3.103, 0.354, 2.793, 2.068, 0.03, 1.838, 29.522, 42.687, 31.009, 8.184, 141.508, 3.033, 11.388, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0500, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 784.59, 47.84, 832.43, 26.64, 2.3, 28.94, 2.39, 0.39, 2.275, 1.912, 0.028, 1.804, 34.767, 49.243, 35.599, 5.927, 164.095, 0.602, 10.607, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0501, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 730.08, 44.93, 775.01, 22.98, 1.62, 24.59, 1.738, 0.362, 1.658, 0.553, 0.028, 0.522, 32.225, 36.906, 32.496, 5.492, 122.114, 5.565, 1.286, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0502, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 713.51, 61.73, 775.23, 18.47, 2.82, 21.28, 1.118, 0.397, 1.06, 0.04, 0.029, 0.039, 26.502, 46.745, 28.114, 4.745, 128.233, 0.026, 0.591, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0503, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 678.22, 44.57, 722.79, 18.6, 2.44, 21.04, 2.017, 0.413, 1.918, 0.385, 0.023, 0.363, 28.076, 56.051, 29.801, 6.471, 124.158, 0.057, 0.752, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0504, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 464.89, 40.32, 505.21, 16.05, 1.96, 18.01, 2.839, 0.384, 2.643, 2.596, 0.024, 2.391, 35.353, 49.873, 36.512, 20.588, 155.074, 0.242, 0.131, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0505, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 868.55, 34.13, 902.68, 20.08, 1.84, 21.92, 1.682, 0.407, 1.634, 0.921, 0.032, 0.888, 23.677, 55.238, 24.871, 11.865, 104.995, 0.02, 0.379, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0506, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 662.03, 37.44, 699.47, 18.92, 1.73, 20.65, 2.103, 0.388, 2.011, 0.759, 0.027, 0.72, 29.262, 47.259, 30.226, 12.748, 145.737, 1.928, 3.845, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0407, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 849.43, 34.82, 884.25, 21.58, 1.39, 22.96, 2.008, 0.364, 1.943, 0.609, 0.039, 0.586, 26.01, 40.777, 26.591, 8.728, 124.582, 0.045, 0.315, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0408, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 407.96, 37.72, 445.67, 10.83, 1.28, 12.12, 1.562, 0.341, 1.459, 0.287, 0.028, 0.265, 27.193, 34.826, 27.839, 7.701, 374.055, 0.042, 2.027, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0409, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 1003.2, 91.52, 1094.71, 22.86, 2.53, 25.4, 1.499, 0.335, 1.402, 0.202, 0.029, 0.187, 23.336, 28.349, 23.755, 14.586, 115.67, 0.081, 1.577, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_040a, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 807.27, 47.32, 854.6, 36.2, 1.08, 37.28, 1.975, 0.319, 1.883, 1.147, 0.028, 1.085, 45.922, 23.273, 44.668, 10.469, 230.497, 0.323, 0.314, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_040b, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 545.83, 27.31, 573.14, 17.4, 1.55, 18.95, 2.264, 0.396, 2.175, 2.784, 0.03, 2.652, 32.643, 58.088, 33.856, 9.182, 121.847, 0.038, 1.4, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0507, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 501.96, 35.17, 537.13, 12.34, 1.74, 14.08, 2.318, 0.379, 2.191, 1.194, 0.027, 1.118, 25.179, 50.664, 26.848, 15.644, 209.136, 0.642, 0.859, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0508, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 770.61, 30.31, 800.92, 22.75, 1.5, 24.24, 1.919, 0.378, 1.861, 1.375, 0.024, 1.324, 30.224, 50.536, 30.993, 14.482, 259.216, 0.055, 0.498, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_0509, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 498.37, 44.52, 542.89, 15.69, 1.88, 17.56, 2.631, 0.373, 2.445, 0.92, 0.025, 0.847, 32.236, 43.142, 33.13, 11.532, 154.58, 5.249, 0.236, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_050a, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 324.16, 56.02, 380.19, 11.04, 1.35, 12.39, 2.073, 0.329, 1.816, 0.473, 0.028, 0.408, 34.882, 24.598, 33.366, 3.702, 109.791, 0.113, 0.568, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0000, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 101.58, 60.17, 161.75, 2.7, 2.27, 4.97, 0.792, 0.332, 0.621, 0.017, 0.023, 0.019, 27.231, 38.652, 31.48, 47.953, 31.465, 0.048, 0.729, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0001, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 88.55, 48.59, 137.14, 2.22, 2.21, 4.43, 0.761, 0.362, 0.619, 0.02, 0.022, 0.021, 25.672, 46.617, 33.094, 9.063, 76.164, 0.068, 0.129, 11.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0002, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 63.12, 35.47, 98.59, 2.43, 0.87, 3.3, 1.008, 0.309, 0.757, 0.021, 0.023, 0.022, 39.463, 24.994, 34.257, 6.969, 81.636, 0.023, 3.362, 19.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0003, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 44.99, 30.88, 75.87, 2.76, 0.7, 3.45, 1.407, 0.286, 0.951, 0.033, 0.02, 0.028, 62.716, 23.153, 46.612, 20.12, 165.793, 0.018, 0.089, 19.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0004, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 46.26, 32.66, 78.91, 2.11, 1.03, 3.14, 1.107, 0.297, 0.772, 0.017, 0.02, 0.018, 46.791, 32.238, 40.769, 4.5, 154.598, 0.076, 0.258, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0005, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 46.47, 43.8, 90.27, 1.95, 1.6, 3.55, 1.226, 0.308, 0.781, 0.627, 0.02, 0.332, 42.994, 37.368, 40.264, 2.542, 82.326, 0.043, 0.348, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0006, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 47.91, 38.05, 85.96, 1.9, 1.96, 3.85, 1.507, 0.383, 1.01, 0.019, 0.023, 0.021, 40.528, 52.668, 45.902, 3.806, 518.462, 0.158, 0.539, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870E_0007, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870E_A_TP, Unknown, Unknown, 63.03, 62.16, 125.2, 2.81, 1.78, 4.59, 1.178, 0.324, 0.754, 0.053, 0.024, 0.039, 45.716, 29.306, 37.568, 5.845, 41.323, 0.121, 1.714, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_B_050b, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_B_TP, Unknown, Unknown, 656.78, 40.11, 696.89, 21.42, 0.97, 22.4, 1.822, 0.334, 1.737, 1.133, 0.034, 1.07, 33.402, 24.87, 32.911, 14.605, 81.667, 14.496, 11.17, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier15_C_0602, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870C_C_TP, Unknown, Unknown, 75.91, 51.81, 127.72, 1.55, 1.5, 3.05, 3.349, 0.324, 2.122, 0.404, 0.024, 0.25, 20.906, 29.686, 24.467, 12.351, 113.583, 4.51, 4.871, 17.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0006, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 128.42, 113.2, 241.63, 1.74, 3.7, 5.44, 0.717, 0.308, 0.525, 0.028, 0.023, 0.026, 13.855, 33.462, 23.041, 29.408, 63.358, 0.024, 1.404, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0007, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 142.93, 97.54, 240.47, 2.13, 2.96, 5.09, 0.632, 0.323, 0.507, 0.028, 0.022, 0.026, 15.263, 31.072, 21.675, 6.799, 74.467, 0.011, 1.606, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0008, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 169.63, 106.98, 276.61, 2.61, 1.77, 4.38, 0.702, 0.275, 0.537, 0.027, 0.023, 0.026, 15.784, 16.935, 16.229, 16.547, 76.366, 0.049, 3.229, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0009, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 233.16, 132.5, 365.66, 4.54, 3.54, 8.08, 0.598, 0.305, 0.492, 0.025, 0.023, 0.024, 19.933, 27.336, 22.616, 35.436, 65.923, 0.101, 0.272, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_000a, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 191.4, 105.64, 297.04, 4.1, 4.13, 8.23, 0.605, 0.327, 0.506, 0.021, 0.021, 0.021, 21.944, 39.993, 28.363, 17.002, 69.393, 0.045, 0.485, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0106, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 285.22, 85.09, 370.31, 7.5, 1.96, 9.46, 0.595, 0.295, 0.526, 0.024, 0.027, 0.025, 26.932, 23.593, 26.165, 33.876, 49.282, 0.061, 1.606, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0107, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 148.89, 115.0, 263.89, 2.18, 5.31, 7.49, 0.607, 0.35, 0.495, 0.027, 0.025, 0.026, 14.991, 47.242, 29.046, 22.062, 176.457, 0.065, 2.056, 14.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0108, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 248.98, 91.55, 340.54, 4.65, 1.74, 6.39, 0.649, 0.292, 0.553, 0.025, 0.032, 0.027, 19.125, 19.453, 19.213, 16.655, 70.414, 0.122, 8.818, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_0109, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 174.5, 86.56, 261.06, 2.42, 2.79, 5.21, 0.53, 0.33, 0.464, 0.027, 0.025, 0.026, 14.214, 33.015, 20.448, 30.223, 179.295, 0.018, 2.995, 16.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_010a, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 135.81, 87.85, 223.66, 2.12, 3.54, 5.65, 0.635, 0.344, 0.521, 0.03, 0.021, 0.027, 15.966, 41.227, 25.888, 15.105, 30.185, 0.057, 0.322, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T0_0001, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870B_A_TP, raid5, Unknown, 186.66, 9.37, 196.03, 5.19, 0.69, 5.88, 1.297, 0.491, 1.259, 0.31, 0.022, 0.296, 28.446, 75.603, 30.699, 2.49, 13.689, 0.023, 0.034, 11.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T0_0002, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870B_A_TP, raid5, Unknown, 15.41, 6.7, 22.12, 0.28, 0.05, 0.34, 0.299, 0.333, 0.309, 0.016, 0.025, 0.019, 18.771, 8.352, 15.613, 5.146, 3.338, 0.017, 0.076, 8.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T0_0101, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870B_A_TP, raid5, Unknown, 153.81, 7.85, 161.67, 3.27, 0.08, 3.35, 1.053, 0.328, 1.018, 0.263, 0.022, 0.251, 21.777, 10.346, 21.222, 2.353, 3.613, 0.187, 0.732, 7.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T0_0102, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870B_A_TP, raid5, Unknown, 19.09, 4.33, 23.43, 0.26, 0.04, 0.3, 0.664, 0.328, 0.601, 0.109, 0.03, 0.094, 13.942, 9.028, 13.033, 2.307, 8.962, 0.159, 0.125, 6.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0208, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 651.31, 114.05, 765.37, 13.99, 3.06, 17.06, 1.207, 0.322, 1.075, 0.024, 0.026, 0.025, 22.003, 27.488, 22.82, 12.225, 172.558, 0.033, 0.583, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0209, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 631.55, 109.86, 741.42, 12.52, 2.94, 15.45, 1.348, 0.305, 1.193, 0.027, 0.024, 0.027, 20.295, 27.38, 21.345, 15.808, 89.095, 0.829, 3.836, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_020A, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 940.2, 97.06, 1037.26, 9.89, 1.83, 11.72, 0.583, 0.293, 0.555, 0.021, 0.026, 0.022, 10.776, 19.277, 11.572, 11.888, 94.061, 0.037, 1.368, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_020B, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 804.03, 87.69, 891.72, 19.03, 2.1, 21.13, 1.178, 0.308, 1.092, 0.024, 0.02, 0.024, 24.238, 24.484, 24.262, 14.923, 125.911, 0.042, 1.893, 13.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_020C, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 566.37, 92.64, 659.01, 15.05, 1.83, 16.88, 1.592, 0.291, 1.409, 0.022, 0.022, 0.022, 27.212, 20.242, 26.233, 14.922, 130.09, 0.057, 0.947, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0308, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 738.08, 113.06, 851.14, 18.93, 2.12, 21.05, 1.503, 0.293, 1.342, 0.021, 0.022, 0.021, 26.261, 19.214, 25.325, 16.711, 145.367, 0.026, 0.385, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_0309, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 1042.73, 101.09, 1143.82, 11.62, 2.44, 14.06, 0.579, 0.303, 0.555, 0.022, 0.02, 0.022, 11.414, 24.695, 12.588, 49.036, 81.616, 0.839, 0.044, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_030A, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 469.93, 142.63, 612.56, 6.18, 2.92, 9.1, 1.072, 0.289, 0.89, 0.04, 0.025, 0.036, 13.47, 20.975, 15.217, 31.155, 156.976, 0.018, 0.206, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_030B, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 791.88, 74.18, 866.07, 9.0, 2.37, 11.37, 0.382, 0.316, 0.377, 0.022, 0.025, 0.022, 11.637, 32.717, 13.442, 10.624, 279.443, 0.13, 1.027, 12.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_T1_030C, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870B_A_TP, raid5, Unknown, 506.03, 145.19, 651.21, 6.78, 3.52, 10.3, 0.906, 0.307, 0.772, 0.03, 0.025, 0.028, 13.715, 24.811, 16.189, 11.668, 118.939, 0.096, 3.416, 15.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A15, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 311.41, 50.66, 362.07, 6.95, 2.93, 9.88, 2.315, 0.446, 2.053, 0.323, 0.034, 0.283, 22.848, 59.214, 27.936, 8.198, 113.63, 7.342, 0.829, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A16, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 352.76, 39.13, 391.89, 9.77, 2.53, 12.3, 2.9, 0.437, 2.654, 0.464, 0.025, 0.42, 28.371, 66.178, 32.145, 11.369, 87.671, 0.033, 0.146, 56.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A17, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 369.16, 24.28, 393.44, 7.72, 1.54, 9.27, 1.636, 0.425, 1.561, 0.98, 0.027, 0.921, 21.427, 65.142, 24.125, 11.991, 117.291, 7.419, 21.11, 17.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A18, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 438.95, 47.76, 486.7, 10.71, 3.7, 14.41, 2.758, 0.462, 2.532, 0.546, 0.03, 0.495, 24.978, 79.305, 30.308, 23.272, 139.154, 0.158, 11.429, 15.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A19, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 253.06, 48.54, 301.59, 5.77, 2.76, 8.53, 1.795, 0.437, 1.577, 0.102, 0.026, 0.089, 23.366, 58.166, 28.966, 11.92, 336.566, 0.039, 1.294, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A20, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 309.7, 68.94, 378.65, 8.68, 3.97, 12.65, 3.195, 0.408, 2.688, 0.498, 0.027, 0.412, 28.708, 58.998, 34.223, 65.547, 336.318, 0.03, 8.588, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A21, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 220.37, 41.93, 262.3, 4.65, 1.45, 6.09, 2.138, 0.35, 1.852, 0.35, 0.025, 0.298, 21.596, 35.302, 23.787, 16.567, 337.069, 0.04, 2.315, 14.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870B_Tier15_A22, 5/2/18 12:44 PM, 900, Tier15_CS2DS8870B_A_TP, raid5, Unknown, 375.26, 64.52, 439.78, 9.26, 2.47, 11.72, 3.376, 0.376, 2.936, 0.827, 0.032, 0.711, 25.26, 39.124, 27.294, 11.031, 353.367, 1.836, 1.925, 16.0, 2.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870A_T0_4400, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870A_A_TP, raid5, Unknown, 788.93, 23.93, 812.86, 20.68, 2.48, 23.16, 2.099, 0.523, 2.052, 0.048, 0.031, 0.048, 26.836, 106.191, 29.173, 12.295, 12.703, 0.221, 1.161, 5.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870A_T0_4500, 5/2/18 12:44 PM, 900, Tier0_CS2DS8870A_A_TP, raid5, Unknown, 911.65, 36.95, 948.6, 23.07, 4.07, 27.14, 1.973, 0.522, 1.916, 0.027, 0.018, 0.027, 25.911, 112.931, 29.301, 2.837, 9.535, 0.016, 0.042, 5.0, 1.0 
SVC-2145-CS2SVC1-IBM, CS2DS8870C_Tier1_A_000B, 5/2/18 12:44 PM, 900, Tier1_CS2DS8870C_A_TP, raid5, Unknown, 248.29, 129.82, 378.11, 5.3, 4.94, 10.23, 0.563, 0.339, 0.486, 0.022, 0.022, 0.022, 21.841, 38.94, 27.712, 11.759, 133.359, 1.052, 0.706, 15.0, 2.0 
