Storage System, Port, Time, Interval (s), WWPN, Speed (Gbps), SVC Port ID, Port Send Data Rate (MiB/s), Port Receive Data Rate (MiB/s), Port Send I/O Rate (ops/s), Port Receive I/O Rate (ops/s), Total Port I/O Rate (ops/s), Total Port Data Rate (MiB/s), Port to Host Send I/O Rate (ops/s), Port to Host Receive I/O Rate (ops/s), Total Port to Host I/O Rate (ops/s), Port to Disk Send I/O Rate (ops/s), Port to Disk Receive I/O Rate (ops/s), Total Port to Disk I/O Rate (ops/s), Port to Local Node Send I/O Rate (ops/s), Port to Local Node Receive I/O Rate (ops/s), Total Port to Local Node I/O Rate (ops/s), Port to Remote Node Send I/O Rate (ops/s), Port to Remote Node Receive I/O Rate (ops/s), Total Port to Remote Node I/O Rate (ops/s), Port to Host Send Data Rate (MiB/s), Port to Host Receive Data Rate (MiB/s), Total Port to Host Data Rate (MiB/s), Port to Disk Send Data Rate (MiB/s), Port to Disk Receive Data Rate (MiB/s), Total Port to Disk Data Rate (MiB/s), Port to Local Node Send Data Rate (MiB/s), Port to Local Node Receive Data Rate (MiB/s), Total Port to Local Node Data Rate (MiB/s), Port to Remote Node Send Data Rate (MiB/s), Port to Remote Node Receive Data Rate (MiB/s), Total Port to Remote Node Data Rate (MiB/s), Link Failure Rate (cnt/s), Port Send Bandwidth Percentage (%), Port Receive Bandwidth Percentage (%), Overall Port Bandwidth Percentage (%), Loss of Sync Rate (cnt/s), Loss of Signal Rate (cnt/s), CRC Error Rate (cnt/s), Primitive Sequence Protocol Error Rate (cnt/s), Invalid Transmission Word Rate (cnt/s), Zero Buffer Credit Timer (us), Port Congestion Index (cnt), Invalid Link Transmission Rate (cnt/s), Zero Buffer Credit Percentage (%) 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D1D, 8, 22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D1D, 8, 23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D1D, 8, 24, 9.11, 0.09, 2095.05, 1839.3, 3934.34, 9.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09, 0.0, 0.09, 2094.96, 1839.3, 3934.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 9.1, 0.09, 9.19, 0.0, 1.11, 0.01, 0.56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D1D, 8, 25, 35.78, 17.54, 7794.91, 7075.05, 14869.97, 53.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7794.91, 7075.05, 14869.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.78, 17.54, 53.32, 0.0, 0.0, 0.0, 0.0, 4.37, 2.14, 3.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D1D, 8, 26, 0.0, 0.0, 0.0, 3.39, 3.39, 0.0, 0.0, 3.39, 3.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D1D, 8, 27, 0.0, 0.0, 0.0, 3.42, 3.42, 0.0, 0.0, 3.42, 3.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D94, 8, 36, 32.39, 32.88, 8709.66, 9859.72, 18569.38, 65.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8709.66, 9859.72, 18569.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.39, 32.88, 65.27, 0.0, 0.0, 0.0, 0.0, 3.95, 4.01, 3.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D94, 8, 37, 17.71, 0.17, 2185.78, 2501.5, 4687.28, 17.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2185.78, 2501.5, 4687.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17.71, 0.17, 17.88, 0.0, 2.16, 0.02, 1.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D94, 8, 38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D94, 8, 39, 0.0, 0.0, 0.0, 1.65, 1.65, 0.0, 0.0, 1.65, 1.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D94, 8, 40, 17.94, 0.17, 2172.65, 2500.58, 4673.22, 18.12, 0.0, 2.66, 2.66, 0.0, 0.0, 0.0, 0.09, 0.02, 0.11, 2172.56, 2497.9, 4670.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 17.93, 0.17, 18.1, 0.0, 2.19, 0.02, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D94, 8, 41, 31.37, 32.45, 8641.89, 9713.3, 18355.19, 63.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8641.89, 9713.3, 18355.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.37, 32.45, 63.83, 0.0, 0.0, 0.0, 0.0, 3.83, 3.96, 3.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D94, 8, 42, 0.0, 0.0, 0.0, 3.49, 3.49, 0.0, 0.0, 3.49, 3.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D94, 8, 43, 0.0, 0.0, 0.0, 1.99, 1.99, 0.0, 0.0, 1.99, 1.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D9D, 8, 52, 32.19, 31.66, 9311.04, 8135.11, 17446.16, 63.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9311.04, 8135.11, 17446.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 32.19, 31.66, 63.85, 0.0, 0.0, 0.0, 0.0, 3.93, 3.86, 3.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D9D, 8, 53, 20.24, 0.18, 1703.33, 2044.51, 3747.84, 20.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 1703.33, 2044.49, 3747.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.24, 0.18, 20.41, 0.0, 2.47, 0.02, 1.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D9D, 8, 54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D9D, 8, 55, 0.0, 0.0, 0.0, 2.16, 2.16, 0.0, 0.0, 2.16, 2.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D9D, 8, 56, 20.31, 0.18, 1705.46, 2050.88, 3756.34, 20.49, 0.0, 3.09, 3.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1705.46, 2047.8, 3753.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.31, 0.18, 20.48, 0.0, 2.48, 0.02, 1.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D9D, 8, 57, 31.76, 32.39, 23784.82, 8071.9, 31856.73, 64.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23784.82, 8071.9, 31856.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.76, 32.39, 64.15, 0.0, 0.0, 0.0, 0.0, 3.88, 3.95, 3.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D9D, 8, 58, 0.0, 0.0, 0.0, 5.36, 5.36, 0.0, 0.0, 5.36, 5.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D9D, 8, 59, 0.0, 0.0, 0.0, 3.3, 3.3, 0.0, 0.0, 3.3, 3.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D63, 8, 68, 13.67, 39.78, 7363.95, 7382.06, 14746.01, 53.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7363.95, 7382.06, 14746.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.67, 39.78, 53.45, 0.0, 0.0, 0.0, 0.0, 1.67, 4.86, 3.26, 0.0, 0.0, 0.0, 0.0, 0.0, 3221770.0, 21.44, 0.0, 0.36 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D63, 8, 69, 3.84, 0.15, 1028.77, 1199.74, 2228.51, 3.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1028.77, 1199.74, 2228.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.84, 0.15, 3.99, 0.0, 0.47, 0.02, 0.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D63, 8, 70, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D63, 8, 71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D63, 8, 72, 3.64, 0.16, 1028.67, 1188.54, 2217.21, 3.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09, 0.02, 0.11, 1028.58, 1188.52, 2217.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 3.63, 0.16, 3.79, 0.0, 0.44, 0.02, 0.23, 0.0, 0.0, 0.0, 0.0, 0.0, 1171580.0, 29.59, 0.0, 0.13 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D63, 8, 73, 13.74, 38.68, 7058.4, 7334.19, 14392.58, 52.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7058.4, 7334.19, 14392.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.74, 38.68, 52.41, 0.0, 0.0, 0.0, 0.0, 1.68, 4.72, 3.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D63, 8, 74, 0.0, 0.0, 0.0, 1.13, 1.13, 0.0, 0.0, 1.13, 1.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D63, 8, 75, 0.0, 0.0, 0.0, 1.42, 1.42, 0.0, 0.0, 1.42, 1.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D84, 8, 84, 40.69, 13.95, 23915.96, 19413.77, 43329.72, 54.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23915.96, 19413.77, 43329.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.69, 13.95, 54.64, 0.0, 0.0, 0.0, 0.0, 4.97, 1.7, 3.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D84, 8, 85, 5.4, 0.19, 1264.55, 1503.59, 2768.14, 5.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1264.55, 1503.59, 2768.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.4, 0.19, 5.6, 0.0, 0.66, 0.02, 0.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
