Storage System, Port, Time, Interval (s), WWPN, Speed (Gbps), SVC Port ID, Port Send Data Rate (MiB/s), Port Receive Data Rate (MiB/s), Port Send I/O Rate (ops/s), Port Receive I/O Rate (ops/s), Total Port I/O Rate (ops/s), Total Port Data Rate (MiB/s), Port to Host Send I/O Rate (ops/s), Port to Host Receive I/O Rate (ops/s), Total Port to Host I/O Rate (ops/s), Port to Disk Send I/O Rate (ops/s), Port to Disk Receive I/O Rate (ops/s), Total Port to Disk I/O Rate (ops/s), Port to Local Node Send I/O Rate (ops/s), Port to Local Node Receive I/O Rate (ops/s), Total Port to Local Node I/O Rate (ops/s), Port to Remote Node Send I/O Rate (ops/s), Port to Remote Node Receive I/O Rate (ops/s), Total Port to Remote Node I/O Rate (ops/s), Port to Host Send Data Rate (MiB/s), Port to Host Receive Data Rate (MiB/s), Total Port to Host Data Rate (MiB/s), Port to Disk Send Data Rate (MiB/s), Port to Disk Receive Data Rate (MiB/s), Total Port to Disk Data Rate (MiB/s), Port to Local Node Send Data Rate (MiB/s), Port to Local Node Receive Data Rate (MiB/s), Total Port to Local Node Data Rate (MiB/s), Port to Remote Node Send Data Rate (MiB/s), Port to Remote Node Receive Data Rate (MiB/s), Total Port to Remote Node Data Rate (MiB/s), Link Failure Rate (cnt/s), Port Send Bandwidth Percentage (%), Port Receive Bandwidth Percentage (%), Overall Port Bandwidth Percentage (%), Loss of Sync Rate (cnt/s), Loss of Signal Rate (cnt/s), CRC Error Rate (cnt/s), Primitive Sequence Protocol Error Rate (cnt/s), Invalid Transmission Word Rate (cnt/s), Zero Buffer Credit Timer (us), Port Congestion Index (cnt), Invalid Link Transmission Rate (cnt/s), Zero Buffer Credit Percentage (%) 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D84, 8, 86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D84, 8, 87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D84, 8, 88, 5.19, 0.2, 1269.1, 1495.41, 2764.51, 5.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1269.1, 1495.41, 2764.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.19, 0.2, 5.39, 0.0, 0.63, 0.02, 0.32, 0.0, 0.0, 0.0, 0.0, 0.0, 1811460.0, 31.95, 0.0, 0.2 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D84, 8, 89, 38.03, 13.05, 8039.88, 7671.81, 15711.69, 51.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8039.88, 7671.81, 15711.69, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.03, 13.05, 51.08, 0.0, 0.0, 0.0, 0.0, 4.64, 1.59, 3.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D84, 8, 90, 0.0, 0.0, 0.0, 0.86, 0.86, 0.0, 0.0, 0.86, 0.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D84, 8, 91, 0.0, 0.0, 0.0, 0.86, 0.86, 0.0, 0.0, 0.86, 0.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D82, 8, 100, 27.35, 28.56, 25170.49, 27995.64, 53166.13, 55.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25170.49, 27995.64, 53166.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.35, 28.56, 55.91, 0.0, 0.0, 0.0, 0.0, 3.34, 3.49, 3.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D82, 8, 101, 2.59, 0.17, 1513.29, 1885.91, 3399.21, 2.76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.18, 0.22, 1513.25, 1885.74, 3398.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.03, 2.59, 0.14, 2.73, 0.0, 0.32, 0.02, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 76810.0, 2.67, 0.0, 0.01 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D82, 8, 102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D82, 8, 103, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D82, 8, 104, 2.57, 0.18, 1514.79, 1894.34, 3409.13, 2.75, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.08, 0.26, 0.35, 1514.71, 1894.06, 3408.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.04, 2.57, 0.14, 2.71, 0.0, 0.31, 0.02, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D82, 8, 105, 26.34, 27.72, 8969.04, 9264.58, 18233.62, 54.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8969.04, 9264.58, 18233.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.34, 27.72, 54.06, 0.0, 0.0, 0.0, 0.0, 3.22, 3.38, 3.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D82, 8, 106, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N7 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D82, 8, 107, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 5, 5/2/18 12:14 PM, 900, 5005076801503D19, 8, 116, 27.83, 27.18, 25745.55, 23013.79, 48759.34, 55.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25745.55, 23013.79, 48759.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.83, 27.18, 55.01, 0.0, 0.0, 0.0, 0.0, 3.4, 3.32, 3.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 6, 5/2/18 12:14 PM, 900, 5005076801603D19, 8, 117, 4.69, 0.12, 1587.32, 1784.92, 3372.24, 4.81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09, 0.02, 0.11, 1587.23, 1784.9, 3372.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 4.68, 0.12, 4.8, 0.0, 0.57, 0.01, 0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 7, 5/2/18 12:14 PM, 900, 5005076801703D19, 8, 118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 8, 5/2/18 12:14 PM, 900, 5005076801803D19, 8, 119, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.01, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 9, 5/2/18 12:14 PM, 900, 5005076801583D19, 8, 120, 4.69, 0.12, 1590.02, 1776.5, 3366.52, 4.81, 0.0, 0.28, 0.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1590.02, 1776.22, 3366.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.69, 0.12, 4.81, 0.0, 0.57, 0.01, 0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 10, 5/2/18 12:14 PM, 900, 5005076801683D19, 8, 121, 26.96, 26.18, 7262.82, 7057.48, 14320.3, 53.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7262.82, 7057.48, 14320.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.96, 26.18, 53.14, 0.0, 0.0, 0.0, 0.0, 3.29, 3.2, 3.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 11, 5/2/18 12:14 PM, 900, 5005076801783D19, 8, 122, 0.0, 0.0, 0.0, 0.57, 0.57, 0.0, 0.0, 0.57, 0.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N8 Port 12, 5/2/18 12:14 PM, 900, 5005076801883D19, 8, 123, 0.0, 0.0, 0.0, 0.85, 0.85, 0.0, 0.0, 0.85, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N1 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D6D, 8, 0, 114.13, 95.45, 10671.52, 11774.22, 22445.73, 209.57, 0.0, 3432.67, 3432.67, 2914.29, 0.0, 2914.29, 7757.23, 8341.54, 16098.77, 0.0, 0.0, 0.0, 80.64, 16.28, 96.93, 16.34, 42.03, 58.37, 17.14, 37.13, 54.27, 0.0, 0.0, 0.0, 0.0, 13.93, 11.65, 12.79, 0.0, 0.0, 0.0, 0.0, 0.0, 3.400161E7, 27.12, 0.0, 3.78 
SVC-2145-CS2SVC1-IBM, CS2SVC1N1 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D6D, 8, 1, 120.28, 97.13, 10745.72, 11530.96, 22276.68, 217.41, 0.0, 3438.53, 3438.53, 3040.01, 0.0, 3040.01, 7705.71, 8092.43, 15798.14, 0.0, 0.0, 0.0, 85.33, 16.47, 101.79, 17.2, 42.92, 60.13, 17.75, 37.74, 55.49, 0.0, 0.0, 0.0, 0.0, 14.68, 11.86, 13.27, 0.0, 0.0, 0.0, 0.0, 0.0, 1.150063E7, 8.7, 0.0, 1.28 
SVC-2145-CS2SVC1-IBM, CS2SVC1N1 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D6D, 8, 2, 75.83, 59.79, 3675.37, 4137.36, 7812.73, 135.62, 0.0, 3343.63, 3343.63, 3053.26, 0.0, 3053.26, 0.0, 0.0, 0.0, 622.11, 793.73, 1415.84, 50.75, 16.58, 67.33, 17.27, 43.15, 60.43, 0.0, 0.0, 0.0, 7.8, 0.06, 7.86, 0.0, 9.26, 7.3, 8.28, 0.0, 0.0, 0.0, 0.0, 0.0, 54420.0, 0.07, 0.0, 0.01 
SVC-2145-CS2SVC1-IBM, CS2SVC1N1 Port 4, 5/2/18 12:14 PM, 900, 5005076801203D6D, 8, 3, 75.96, 59.66, 3679.68, 4132.11, 7811.78, 135.62, 0.0, 3325.96, 3325.96, 3051.73, 0.0, 3051.73, 0.0, 0.0, 0.0, 627.95, 806.15, 1434.1, 50.76, 16.55, 67.31, 17.21, 43.05, 60.26, 0.0, 0.0, 0.0, 7.98, 0.06, 8.04, 0.0, 9.27, 7.28, 8.27, 0.0, 0.0, 0.0, 0.0, 0.0, 22480.0, 0.03, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D1D, 8, 16, 124.45, 99.66, 11560.73, 11576.51, 23137.24, 224.11, 0.0, 4052.66, 4052.66, 3468.31, 0.0, 3468.31, 8092.42, 7523.85, 15616.27, 0.0, 0.0, 0.0, 46.67, 33.07, 79.74, 40.78, 50.04, 90.82, 37.0, 16.56, 53.55, 0.0, 0.0, 0.0, 0.0, 15.19, 12.17, 13.68, 0.0, 0.0, 0.0, 0.0, 0.0, 1644880.0, 1.2, 0.0, 0.18 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D1D, 8, 17, 125.43, 100.37, 11310.93, 11530.99, 22841.92, 225.8, 0.0, 4059.42, 4059.42, 3468.36, 0.0, 3468.36, 7842.58, 7471.57, 15314.15, 0.0, 0.0, 0.0, 47.1, 33.05, 80.15, 40.72, 50.16, 90.89, 37.6, 17.16, 54.76, 0.0, 0.0, 0.0, 0.0, 15.31, 12.25, 13.78, 0.0, 0.0, 0.0, 0.0, 0.0, 880040.0, 0.64, 0.0, 0.1 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D1D, 8, 18, 119.29, 86.61, 5383.99, 7576.72, 12960.71, 205.89, 0.0, 5733.73, 5733.73, 3275.47, 0.0, 3275.47, 0.0, 0.02, 0.02, 2108.52, 1842.97, 3951.49, 73.11, 38.74, 111.85, 37.21, 47.78, 84.99, 0.0, 0.0, 0.0, 8.96, 0.09, 9.05, 0.0, 14.56, 10.57, 12.56, 0.0, 0.0, 0.0, 0.0, 0.0, 243330.0, 0.19, 0.0, 0.03 
SVC-2145-CS2SVC1-IBM, CS2SVC1N2 Port 4, 5/2/18 12:14 PM, 900, 5005076801203D1D, 8, 19, 122.69, 88.77, 5562.38, 7462.77, 13025.15, 211.46, 0.0, 5628.97, 5628.97, 3466.74, 0.0, 3466.74, 0.0, 0.0, 0.0, 2095.64, 1833.8, 3929.44, 73.04, 38.72, 111.76, 40.77, 49.96, 90.73, 0.0, 0.0, 0.0, 8.88, 0.09, 8.97, 0.0, 14.98, 10.84, 12.91, 0.0, 0.0, 0.0, 0.0, 0.0, 21060.0, 0.02, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D94, 8, 32, 162.99, 184.97, 15342.21, 14667.61, 30009.82, 347.96, 0.0, 4466.15, 4466.15, 6070.02, 0.0, 6070.02, 9272.19, 10201.46, 19473.65, 0.0, 0.0, 0.0, 101.9, 21.41, 123.31, 28.08, 128.68, 156.76, 33.02, 34.87, 67.89, 0.0, 0.0, 0.0, 0.0, 19.9, 22.58, 21.24, 0.0, 0.0, 0.0, 0.0, 0.0, 1.262859E7, 7.05, 0.0, 1.4 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D94, 8, 33, 164.06, 183.89, 29581.04, 28834.7, 58415.75, 347.95, 0.0, 4504.07, 4504.07, 6084.0, 0.0, 6084.0, 23497.04, 24330.64, 47827.68, 0.0, 0.0, 0.0, 102.87, 21.65, 124.52, 28.06, 129.18, 157.24, 33.13, 33.06, 66.19, 0.0, 0.0, 0.0, 0.0, 20.03, 22.45, 21.24, 0.0, 0.0, 0.0, 0.0, 0.0, 2015600.0, 1.12, 0.0, 0.22 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D94, 8, 34, 164.06, 153.88, 7549.79, 7879.64, 15429.42, 317.93, 0.0, 5376.07, 5376.07, 5373.17, 0.0, 5373.17, 0.0, 0.0, 0.0, 2176.62, 2503.56, 4680.18, 119.76, 40.18, 159.95, 26.52, 113.52, 140.04, 0.0, 0.0, 0.0, 17.77, 0.17, 17.95, 0.0, 20.03, 18.78, 19.4, 0.0, 0.0, 0.0, 0.0, 0.0, 1.063747E7, 5.9, 0.0, 1.18 
SVC-2145-CS2SVC1-IBM, CS2SVC1N3 Port 4, 5/2/18 12:14 PM, 900, 5005076801203D94, 8, 35, 167.87, 169.55, 8253.13, 7916.43, 16169.55, 337.42, 0.0, 5406.91, 5406.91, 6084.9, 0.0, 6084.9, 0.0, 0.0, 0.0, 2168.23, 2509.51, 4677.74, 122.17, 40.16, 162.33, 28.05, 129.21, 157.26, 0.0, 0.0, 0.0, 17.65, 0.18, 17.83, 0.0, 20.49, 20.7, 20.59, 0.0, 0.0, 0.0, 0.0, 0.0, 2450530.0, 1.33, 0.0, 0.27 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D9D, 8, 48, 137.41, 146.13, 14184.78, 12724.83, 26909.61, 283.54, 0.0, 4011.04, 4011.04, 4508.62, 0.0, 4508.62, 9676.17, 8713.79, 18389.95, 0.0, 0.0, 0.0, 74.54, 26.47, 101.01, 28.67, 87.36, 116.02, 34.2, 32.31, 66.51, 0.0, 0.0, 0.0, 0.0, 16.77, 17.84, 17.3, 0.0, 0.0, 0.0, 0.0, 0.0, 58080.0, 0.04, 0.0, 0.01 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D9D, 8, 49, 134.82, 143.27, 13673.67, 26838.38, 40512.05, 278.09, 0.0, 3913.16, 3913.16, 4499.39, 0.0, 4499.39, 9174.28, 22925.23, 32099.51, 0.0, 0.0, 0.0, 73.77, 25.68, 99.45, 28.67, 86.99, 115.66, 32.38, 30.6, 62.98, 0.0, 0.0, 0.0, 0.0, 16.46, 17.49, 16.97, 0.0, 0.0, 0.0, 0.0, 0.0, 14810.0, 0.01, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D9D, 8, 50, 343.58, 115.39, 5632.25, 6113.12, 11745.37, 458.97, 0.0, 4077.1, 4077.1, 3921.64, 0.0, 3921.64, 0.0, 0.0, 0.0, 1710.61, 2036.02, 3746.63, 298.42, 39.21, 337.63, 26.07, 76.0, 102.07, 0.0, 0.0, 0.0, 19.09, 0.18, 19.27, 0.0, 41.94, 14.09, 28.01, 0.0, 0.0, 0.0, 0.0, 0.0, 522210.0, 0.14, 0.0, 0.06 
SVC-2145-CS2SVC1-IBM, CS2SVC1N4 Port 4, 5/2/18 12:14 PM, 900, 5005076801203D9D, 8, 51, 346.99, 126.09, 6215.3, 6153.07, 12368.37, 473.08, 0.0, 4097.82, 4097.82, 4496.06, 0.0, 4496.06, 0.09, 0.0, 0.09, 1719.16, 2055.24, 3774.4, 298.82, 39.03, 337.84, 28.75, 86.88, 115.64, 0.01, 0.0, 0.01, 19.41, 0.18, 19.59, 0.0, 42.36, 15.39, 28.87, 0.0, 0.0, 0.0, 0.0, 0.0, 318890.0, 0.08, 0.0, 0.04 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D63, 8, 64, 45.53, 95.58, 20702.19, 24075.62, 44777.8, 141.1, 0.0, 862.74, 862.74, 1909.27, 0.0, 1909.27, 18792.92, 23212.88, 42005.79, 0.0, 0.0, 0.0, 17.33, 8.02, 25.35, 13.56, 46.24, 59.8, 14.64, 41.32, 55.96, 0.0, 0.0, 0.0, 0.0, 5.56, 11.67, 8.61, 0.0, 0.0, 0.0, 0.0, 0.0, 919680.0, 1.84, 0.0, 0.1 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D63, 8, 65, 46.19, 99.02, 9506.74, 8254.87, 17761.61, 145.21, 0.0, 866.67, 866.67, 2119.54, 0.0, 2119.54, 7387.2, 7388.2, 14775.4, 0.0, 0.0, 0.0, 17.47, 8.16, 25.63, 14.57, 50.49, 65.06, 14.15, 40.37, 54.52, 0.0, 0.0, 0.0, 0.0, 5.64, 12.09, 8.86, 0.0, 0.0, 0.0, 0.0, 0.0, 259160.0, 0.51, 0.0, 0.03 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D63, 8, 66, 73.33, 69.13, 3146.67, 3700.06, 6846.74, 142.46, 0.0, 2500.41, 2500.41, 2118.8, 0.0, 2118.8, 0.0, 0.0, 0.0, 1027.87, 1199.65, 2227.53, 55.08, 18.53, 73.61, 14.51, 50.44, 64.95, 0.0, 0.0, 0.0, 3.74, 0.16, 3.9, 0.0, 8.95, 8.44, 8.69, 0.0, 0.0, 0.0, 0.0, 0.0, 119000.0, 0.15, 0.0, 0.01 
SVC-2145-CS2SVC1-IBM, CS2SVC1N5 Port 4, 5/2/18 12:14 PM, 900, 5005076801203D63, 8, 67, 73.64, 68.87, 3143.34, 3703.08, 6846.42, 142.51, 0.0, 2505.96, 2505.96, 2117.75, 0.0, 2117.75, 0.0, 0.0, 0.0, 1025.6, 1197.12, 2222.72, 55.4, 18.28, 73.68, 14.5, 50.43, 64.93, 0.0, 0.0, 0.0, 3.75, 0.15, 3.9, 0.0, 8.99, 8.41, 8.7, 0.0, 0.0, 0.0, 0.0, 0.0, 1310.0, 0.0, 0.0, 0.0 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 1, 5/2/18 12:14 PM, 900, 5005076801403D84, 8, 80, 150.31, 120.81, 14017.0, 13024.81, 27041.81, 271.12, 0.0, 5057.59, 5057.59, 5930.31, 0.0, 5930.31, 8086.69, 7967.21, 16053.9, 0.0, 0.0, 0.0, 72.7, 13.6, 86.3, 38.47, 94.21, 132.68, 39.13, 13.0, 52.13, 0.0, 0.0, 0.0, 0.0, 18.35, 14.75, 16.55, 0.0, 0.0, 0.0, 0.0, 0.0, 1.901207E7, 11.51, 0.0, 2.11 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 2, 5/2/18 12:14 PM, 900, 5005076801303D84, 8, 81, 159.41, 122.07, 14055.66, 13383.61, 27439.27, 281.49, 0.0, 5391.39, 5391.39, 5964.68, 0.0, 5964.68, 8090.98, 7992.22, 16083.2, 0.0, 0.0, 0.0, 81.16, 13.47, 94.64, 38.51, 95.11, 133.63, 39.74, 13.49, 53.22, 0.0, 0.0, 0.0, 0.0, 19.46, 14.9, 17.18, 0.0, 0.0, 0.0, 0.0, 0.0, 2747020.0, 1.57, 0.0, 0.31 
SVC-2145-CS2SVC1-IBM, CS2SVC1N6 Port 3, 5/2/18 12:14 PM, 900, 5005076801103D84, 8, 82, 109.62, 150.1, 6760.09, 7143.96, 13904.05, 259.72, 0.0, 5632.01, 5632.01, 5489.92, 0.0, 5489.92, 0.09, 0.02, 0.11, 1270.08, 1511.94, 2782.02, 67.85, 61.3, 129.15, 36.4, 88.61, 125.01, 0.01, 0.0, 0.01, 5.35, 0.19, 5.55, 0.0, 13.38, 18.32, 15.85, 0.0, 0.0, 0.0, 0.0, 0.0, 297970.0, 0.25, 0.0, 0.03 
