Storage System, Port, Time, Interval (s), WWPN, Speed (Gbps), SVC Port ID, Port Send Data Rate (MiB/s), Port Receive Data Rate (MiB/s), Port Send I/O Rate (ops/s), Port Receive I/O Rate (ops/s), Total Port I/O Rate (ops/s), Total Port Data Rate (MiB/s), Port to Host Send I/O Rate (ops/s), Port to Host Receive I/O Rate (ops/s), Total Port to Host I/O Rate (ops/s), Port to Disk Send I/O Rate (ops/s), Port to Disk Receive I/O Rate (ops/s), Total Port to Disk I/O Rate (ops/s), Port to Local Node Send I/O Rate (ops/s), Port to Local Node Receive I/O Rate (ops/s), Total Port to Local Node I/O Rate (ops/s), Port to Remote Node Send I/O Rate (ops/s), Port to Remote Node Receive I/O Rate (ops/s), Total Port to Remote Node I/O Rate (ops/s), Port to Host Send Data Rate (MiB/s), Port to Host Receive Data Rate (MiB/s), Total Port to Host Data Rate (MiB/s), Port to Disk Send Data Rate (MiB/s), Port to Disk Receive Data Rate (MiB/s), Total Port to Disk Data Rate (MiB/s), Port to Local Node Send Data Rate (MiB/s), Port to Local Node Receive Data Rate (MiB/s), Total Port to Local Node Data Rate (MiB/s), Port to Remote Node Send Data Rate (MiB/s), Port to Remote Node Receive Data Rate (MiB/s), Total Port to Remote Node Data Rate (MiB/s), Link Failure Rate (cnt/s), Port Send Bandwidth Percentage (%), Port Receive Bandwidth Percentage (%), Overall Port Bandwidth Percentage (%), Loss of Sync Rate (cnt/s), Loss of Signal Rate (cnt/s), CRC Error Rate (cnt/s), Primitive Sequence Protocol Error Rate (cnt/s), Invalid Transmission Word Rate (cnt/s), Zero Buffer Credit Timer (us), Port Congestion Index (cnt), Invalid Link Transmission Rate (cnt/s), Zero Buffer Credit Percentage (%) 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 1, 5/2/18 12:01 PM, 299, 500507680C11020F, 8, 0, 26.74, 23.87, 335.25, 670.34, 1005.59, 50.61, 0.0, 670.34, 670.34, 335.25, 0.0, 335.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.26, 15.76, 35.02, 7.47, 8.11, 15.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.26, 2.91, 3.08, 0.0, 0.0, 0.0, 0.0, 0.0, 120.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 2, 5/2/18 12:01 PM, 299, 500507680C12020F, 8, 1, 27.24, 23.99, 679.27, 1023.03, 1702.3, 51.24, 0.0, 673.64, 673.64, 335.34, 0.0, 335.34, 0.0, 0.0, 0.0, 343.93, 349.39, 693.32, 19.74, 15.54, 35.28, 7.48, 8.09, 15.58, 0.0, 0.0, 0.0, 0.02, 0.36, 0.38, 0.0, 3.33, 2.93, 3.13, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 3, 5/2/18 12:01 PM, 299, 500507680C13020F, 8, 2, 0.03, 0.37, 356.12, 357.14, 713.26, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.03, 0.1, 356.05, 357.11, 713.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.37, 0.39, 0.0, 0.0, 0.04, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 4, 5/2/18 12:01 PM, 299, 500507680C14020F, 8, 3, 9.77, 6.09, 2826.23, 2887.54, 5713.76, 15.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2826.23, 2887.54, 5713.76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.77, 6.09, 15.86, 0.0, 0.0, 0.0, 0.0, 1.19, 0.74, 0.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 5, 5/2/18 12:01 PM, 299, 500507680C21020F, 8, 4, 0.04, 0.33, 0.0, 16.71, 16.71, 0.37, 0.0, 16.71, 16.71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.33, 0.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 6, 5/2/18 12:01 PM, 299, 500507680C22020F, 8, 5, 7.41, 8.45, 335.33, 16.47, 351.81, 15.87, 0.0, 16.47, 16.47, 335.33, 0.0, 335.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.34, 0.37, 7.38, 8.11, 15.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 1.03, 0.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 7, 5/2/18 12:01 PM, 299, 500507680C23020F, 8, 6, 9.49, 5.78, 2749.28, 7292.49, 10041.77, 15.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2749.28, 7292.49, 10041.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.49, 5.78, 15.27, 0.0, 0.0, 0.0, 0.0, 1.16, 0.71, 0.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 8, 5/2/18 12:01 PM, 299, 500507680C24020F, 8, 7, 0.03, 0.37, 421.93, 418.78, 840.71, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 421.93, 418.78, 840.71, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.37, 0.4, 0.0, 0.0, 0.05, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 9, 5/2/18 12:01 PM, 299, 500507680C51020F, 8, 8, 21.65, 10.92, 690.97, 673.28, 1364.24, 32.57, 0.0, 316.59, 316.59, 335.33, 0.0, 335.33, 0.0, 0.0, 0.0, 355.64, 356.69, 712.32, 14.16, 2.45, 16.61, 7.46, 8.11, 15.57, 0.0, 0.0, 0.0, 0.03, 0.37, 0.4, 0.0, 2.64, 1.33, 1.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 10, 5/2/18 12:01 PM, 299, 500507680C52020F, 8, 9, 14.09, 2.38, 0.0, 317.19, 317.19, 16.47, 0.0, 317.19, 317.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.09, 2.38, 16.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.72, 0.29, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 11, 5/2/18 12:01 PM, 299, 500507680C53020F, 8, 10, 9.8, 5.84, 6470.72, 2875.27, 9345.99, 15.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6470.72, 2875.27, 9345.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.8, 5.84, 15.64, 0.0, 0.0, 0.0, 0.0, 1.2, 0.71, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 12, 5/2/18 12:01 PM, 299, 500507680C54020F, 8, 11, 9.52, 5.71, 2725.13, 2829.59, 5554.72, 15.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2725.13, 2829.59, 5554.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.52, 5.71, 15.23, 0.0, 0.0, 0.0, 0.0, 1.16, 0.7, 0.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 1, 5/2/18 12:01 PM, 299, 500507680C11020A, 8, 16, 8.16, 9.01, 294.19, 591.17, 885.36, 17.17, 0.0, 591.17, 591.17, 294.19, 0.0, 294.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6, 6.98, 9.58, 5.56, 2.04, 7.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.1, 1.05, 0.0, 0.0, 0.0, 0.0, 0.0, 230.0, 0.01, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 2, 5/2/18 12:01 PM, 299, 500507680C12020A, 8, 17, 8.15, 9.34, 701.27, 921.0, 1622.27, 17.49, 0.0, 569.21, 569.21, 294.19, 0.0, 294.19, 0.0, 0.0, 0.0, 407.07, 351.79, 758.87, 2.5, 6.96, 9.46, 5.64, 2.04, 7.68, 0.0, 0.0, 0.0, 0.01, 0.35, 0.36, 0.0, 1.0, 1.14, 1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 230.0, 0.01, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 3, 5/2/18 12:01 PM, 299, 500507680C13020A, 8, 18, 0.01, 0.37, 343.03, 345.35, 688.38, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.07, 0.1, 343.0, 345.28, 688.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.37, 0.37, 0.0, 0.0, 0.05, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 4, 5/2/18 12:01 PM, 299, 500507680C14020A, 8, 19, 6.15, 9.71, 2838.26, 2755.21, 5593.47, 15.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2838.26, 2755.21, 5593.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.15, 9.71, 15.87, 0.0, 0.0, 0.0, 0.0, 0.75, 1.19, 0.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 5, 5/2/18 12:01 PM, 299, 500507680C21020A, 8, 20, 0.19, 0.21, 0.0, 26.83, 26.83, 0.4, 0.0, 26.83, 26.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19, 0.21, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.03, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 6, 5/2/18 12:01 PM, 299, 500507680C22020A, 8, 21, 5.75, 2.23, 294.16, 26.65, 320.81, 7.98, 0.0, 26.65, 26.65, 294.16, 0.0, 294.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.2, 0.36, 5.59, 2.03, 7.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.27, 0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 370.0, 0.02, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 7, 5/2/18 12:01 PM, 299, 500507680C23020A, 8, 22, 5.84, 9.42, 7240.52, 2675.9, 9916.42, 15.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7240.52, 2675.9, 9916.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.84, 9.42, 15.27, 0.0, 0.0, 0.0, 0.0, 0.71, 1.15, 0.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 8, 5/2/18 12:01 PM, 299, 500507680C24020A, 8, 23, 0.01, 0.38, 325.21, 386.39, 711.6, 0.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06, 0.15, 0.21, 325.15, 386.24, 711.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.37, 0.38, 0.0, 0.0, 0.05, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 9, 5/2/18 12:01 PM, 299, 500507680C51020A, 8, 24, 7.46, 5.13, 634.31, 687.75, 1322.06, 12.59, 0.0, 335.19, 335.19, 294.16, 0.0, 294.16, 0.0, 0.0, 0.0, 340.15, 352.56, 692.71, 1.88, 2.71, 4.59, 5.58, 2.05, 7.62, 0.0, 0.0, 0.0, 0.01, 0.37, 0.38, 0.0, 0.91, 0.63, 0.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 10, 5/2/18 12:01 PM, 299, 500507680C52020A, 8, 25, 1.9, 2.7, 0.0, 334.41, 334.41, 4.6, 0.0, 334.41, 334.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9, 2.7, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.33, 0.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 11, 5/2/18 12:01 PM, 299, 500507680C53020A, 8, 26, 5.9, 9.74, 2824.57, 6398.65, 9223.21, 15.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2824.57, 6398.65, 9223.21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.9, 9.74, 15.64, 0.0, 0.0, 0.0, 0.0, 0.72, 1.19, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 12, 5/2/18 12:01 PM, 299, 500507680C54020A, 8, 27, 5.77, 9.45, 2778.93, 2653.23, 5432.16, 15.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2778.93, 2653.23, 5432.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.77, 9.45, 15.22, 0.0, 0.0, 0.0, 0.0, 0.7, 1.15, 0.92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 1, 5/2/18 12:01 PM, 299, 500507680C1103F5, 8, 32, 110.98, 144.61, 2192.22, 1532.05, 3724.28, 255.59, 0.0, 1532.05, 1532.05, 2192.22, 0.0, 2192.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 91.68, 38.6, 130.28, 19.31, 106.01, 125.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.55, 17.65, 15.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 2, 5/2/18 12:01 PM, 299, 500507680C1203F5, 8, 33, 111.22, 144.6, 2537.37, 1903.44, 4440.82, 255.82, 0.0, 1532.62, 1532.62, 2191.93, 0.0, 2191.93, 0.0, 0.0, 0.0, 345.44, 370.83, 716.27, 91.89, 38.09, 129.98, 19.32, 106.05, 125.37, 0.0, 0.0, 0.0, 0.01, 0.46, 0.47, 0.0, 13.58, 17.65, 15.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 3, 5/2/18 12:01 PM, 299, 500507680C1303F5, 8, 34, 0.01, 0.45, 389.11, 375.9, 765.0, 0.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 389.11, 375.9, 765.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.45, 0.46, 0.0, 0.0, 0.05, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 4, 5/2/18 12:01 PM, 299, 500507680C1403F5, 8, 35, 22.61, 9.16, 11234.28, 8641.52, 19875.81, 31.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11234.28, 8641.52, 19875.81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.61, 9.16, 31.77, 0.0, 0.0, 0.0, 0.0, 2.76, 1.12, 1.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 5, 5/2/18 12:01 PM, 299, 500507680C2103F5, 8, 36, 0.75, 0.86, 0.0, 109.77, 109.77, 1.61, 0.0, 109.77, 109.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.86, 1.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09, 0.11, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 6, 5/2/18 12:01 PM, 299, 500507680C2203F5, 8, 37, 19.93, 107.05, 2192.97, 109.27, 2302.23, 126.97, 0.0, 109.27, 109.27, 2192.97, 0.0, 2192.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.86, 1.61, 19.18, 106.19, 125.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.43, 13.07, 7.75, 0.0, 0.0, 0.0, 0.0, 0.0, 1490.0, 0.02, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 7, 5/2/18 12:01 PM, 299, 500507680C2303F5, 8, 38, 21.9, 8.71, 4167.71, 4241.08, 8408.79, 30.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4167.71, 4241.08, 8408.79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.9, 8.71, 30.61, 0.0, 0.0, 0.0, 0.0, 2.67, 1.06, 1.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 8, 5/2/18 12:01 PM, 299, 500507680C2403F5, 8, 39, 0.01, 0.48, 419.93, 370.45, 790.39, 0.49, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.03, 0.1, 419.86, 370.42, 790.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.48, 0.49, 0.0, 0.0, 0.06, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 9, 5/2/18 12:01 PM, 299, 500507680C5103F5, 8, 40, 109.05, 108.02, 2509.37, 1102.62, 3611.99, 217.07, 0.0, 797.19, 797.19, 2191.49, 0.0, 2191.49, 0.0, 0.0, 0.0, 317.88, 305.43, 623.3, 89.81, 1.6, 91.41, 19.22, 105.97, 125.2, 0.0, 0.0, 0.0, 0.01, 0.45, 0.46, 0.0, 13.31, 13.19, 13.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 10, 5/2/18 12:01 PM, 299, 500507680C5203F5, 8, 41, 90.1, 1.62, 0.0, 808.18, 808.18, 91.72, 0.0, 808.18, 808.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.1, 1.62, 91.72, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 0.2, 5.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 11, 5/2/18 12:01 PM, 299, 500507680C5303F5, 8, 42, 21.95, 8.78, 4185.12, 4261.53, 8446.65, 30.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4185.12, 4261.53, 8446.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.95, 8.78, 30.73, 0.0, 0.0, 0.0, 0.0, 2.68, 1.07, 1.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 12, 5/2/18 12:01 PM, 299, 500507680C5403F5, 8, 43, 21.85, 8.72, 4139.08, 4234.17, 8373.25, 30.58, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4139.08, 4234.17, 8373.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.85, 8.72, 30.58, 0.0, 0.0, 0.0, 0.0, 2.67, 1.06, 1.86, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 1, 5/2/18 12:01 PM, 299, 500507680C1103EB, 8, 48, 50.38, 78.83, 1915.57, 1796.34, 3711.91, 129.21, 0.0, 1796.34, 1796.34, 1915.57, 0.0, 1915.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 13.86, 56.86, 7.38, 64.97, 72.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.15, 9.62, 7.88, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 2, 5/2/18 12:01 PM, 299, 500507680C1203EB, 8, 49, 49.51, 79.17, 2319.65, 2098.96, 4418.61, 128.68, 0.0, 1758.15, 1758.15, 1915.75, 0.0, 1915.75, 0.07, 0.03, 0.1, 403.83, 340.78, 744.6, 42.11, 13.78, 55.89, 7.36, 64.93, 72.3, 0.0, 0.0, 0.0, 0.03, 0.45, 0.49, 0.0, 6.04, 9.66, 7.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 3, 5/2/18 12:01 PM, 299, 500507680C1303EB, 8, 50, 0.03, 0.45, 336.44, 330.61, 667.05, 0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 336.44, 330.61, 667.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.45, 0.48, 0.0, 0.0, 0.06, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 4, 5/2/18 12:01 PM, 299, 500507680C1403EB, 8, 51, 9.09, 22.68, 8484.14, 11098.69, 19582.83, 31.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8484.14, 11098.69, 19582.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.09, 22.68, 31.77, 0.0, 0.0, 0.0, 0.0, 1.11, 2.77, 1.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 5, 5/2/18 12:01 PM, 299, 500507680C2103EB, 8, 52, 0.26, 0.73, 0.0, 73.45, 73.45, 0.99, 0.0, 73.45, 73.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26, 0.73, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.09, 0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 6, 5/2/18 12:01 PM, 299, 500507680C2203EB, 8, 53, 7.65, 65.71, 1915.41, 73.64, 1989.05, 73.36, 0.0, 73.64, 73.64, 1915.41, 0.0, 1915.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26, 0.73, 0.99, 7.39, 64.97, 72.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.93, 8.02, 4.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 7, 5/2/18 12:01 PM, 299, 500507680C2303EB, 8, 54, 8.64, 21.97, 4086.76, 4034.81, 8121.57, 30.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4086.76, 4034.81, 8121.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.64, 21.97, 30.61, 0.0, 0.0, 0.0, 0.0, 1.06, 2.68, 1.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 8, 5/2/18 12:01 PM, 299, 500507680C2403EB, 8, 55, 0.03, 0.48, 325.94, 376.84, 702.77, 0.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 325.94, 376.84, 702.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.48, 0.51, 0.0, 0.0, 0.06, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 9, 5/2/18 12:01 PM, 299, 500507680C5103EB, 8, 56, 67.36, 66.34, 2250.18, 948.29, 3198.47, 133.71, 0.0, 619.13, 619.13, 1915.17, 0.0, 1915.17, 0.0, 0.0, 0.0, 335.01, 329.16, 664.16, 59.93, 1.08, 61.01, 7.4, 64.81, 72.21, 0.0, 0.0, 0.0, 0.03, 0.45, 0.48, 0.0, 8.22, 8.1, 8.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
