Storage System, Port, Time, Interval (s), WWPN, Speed (Gbps), SVC Port ID, Port Send Data Rate (MiB/s), Port Receive Data Rate (MiB/s), Port Send I/O Rate (ops/s), Port Receive I/O Rate (ops/s), Total Port I/O Rate (ops/s), Total Port Data Rate (MiB/s), Port to Host Send I/O Rate (ops/s), Port to Host Receive I/O Rate (ops/s), Total Port to Host I/O Rate (ops/s), Port to Disk Send I/O Rate (ops/s), Port to Disk Receive I/O Rate (ops/s), Total Port to Disk I/O Rate (ops/s), Port to Local Node Send I/O Rate (ops/s), Port to Local Node Receive I/O Rate (ops/s), Total Port to Local Node I/O Rate (ops/s), Port to Remote Node Send I/O Rate (ops/s), Port to Remote Node Receive I/O Rate (ops/s), Total Port to Remote Node I/O Rate (ops/s), Port to Host Send Data Rate (MiB/s), Port to Host Receive Data Rate (MiB/s), Total Port to Host Data Rate (MiB/s), Port to Disk Send Data Rate (MiB/s), Port to Disk Receive Data Rate (MiB/s), Total Port to Disk Data Rate (MiB/s), Port to Local Node Send Data Rate (MiB/s), Port to Local Node Receive Data Rate (MiB/s), Total Port to Local Node Data Rate (MiB/s), Port to Remote Node Send Data Rate (MiB/s), Port to Remote Node Receive Data Rate (MiB/s), Total Port to Remote Node Data Rate (MiB/s), Link Failure Rate (cnt/s), Port Send Bandwidth Percentage (%), Port Receive Bandwidth Percentage (%), Overall Port Bandwidth Percentage (%), Loss of Sync Rate (cnt/s), Loss of Signal Rate (cnt/s), CRC Error Rate (cnt/s), Primitive Sequence Protocol Error Rate (cnt/s), Invalid Transmission Word Rate (cnt/s), Zero Buffer Credit Timer (us), Port Congestion Index (cnt), Invalid Link Transmission Rate (cnt/s), Zero Buffer Credit Percentage (%) 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 12, 5/2/18 12:11 PM, 300, 500507680C5403EB, 8, 59, 9.18, 8.66, 3714.48, 3636.35, 7350.83, 17.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3714.48, 3636.35, 7350.83, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.18, 8.66, 17.84, 0.0, 0.0, 0.0, 0.0, 1.12, 1.06, 1.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 1, 5/2/18 12:16 PM, 300, 500507680C11020F, 8, 0, 38.19, 29.44, 516.19, 973.42, 1489.61, 67.63, 0.0, 973.42, 973.42, 516.19, 0.0, 516.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.57, 18.8, 46.37, 10.61, 10.64, 21.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.66, 3.59, 4.12, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 2, 5/2/18 12:16 PM, 300, 500507680C12020F, 8, 1, 38.05, 30.29, 900.16, 1318.57, 2218.73, 68.33, 0.0, 951.39, 951.39, 516.21, 0.0, 516.21, 0.0, 0.0, 0.0, 383.96, 367.18, 751.13, 27.45, 18.82, 46.28, 10.58, 10.61, 21.19, 0.0, 0.0, 0.0, 0.01, 0.85, 0.87, 0.0, 4.64, 3.7, 4.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 3, 5/2/18 12:16 PM, 300, 500507680C13020F, 8, 2, 0.02, 0.89, 396.9, 374.58, 771.48, 0.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.03, 0.1, 396.82, 374.55, 771.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.89, 0.91, 0.0, 0.0, 0.11, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 4, 5/2/18 12:16 PM, 300, 500507680C14020F, 8, 3, 12.23, 8.66, 3248.65, 3309.16, 6557.82, 20.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3248.65, 3309.16, 6557.82, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.23, 8.66, 20.89, 0.0, 0.0, 0.0, 0.0, 1.49, 1.06, 1.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 5, 5/2/18 12:16 PM, 300, 500507680C21020F, 8, 4, 0.04, 0.33, 0.0, 19.84, 19.84, 0.37, 0.0, 19.84, 19.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.33, 0.37, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 6, 5/2/18 12:16 PM, 300, 500507680C22020F, 8, 5, 10.54, 10.94, 516.29, 18.92, 535.21, 21.49, 0.0, 18.92, 18.92, 516.29, 0.0, 516.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.3, 0.33, 10.5, 10.65, 21.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.29, 1.34, 1.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 7, 5/2/18 12:16 PM, 300, 500507680C23020F, 8, 6, 11.9, 8.16, 3136.99, 7898.17, 11035.16, 20.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3136.99, 7898.17, 11035.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.9, 8.16, 20.06, 0.0, 0.0, 0.0, 0.0, 1.45, 1.0, 1.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 8, 5/2/18 12:16 PM, 300, 500507680C24020F, 8, 7, 0.01, 0.92, 463.45, 436.32, 899.78, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 463.45, 436.32, 899.78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.92, 0.94, 0.0, 0.0, 0.11, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 9, 5/2/18 12:16 PM, 300, 500507680C51020F, 8, 8, 31.3, 14.61, 912.65, 958.01, 1870.66, 45.91, 0.0, 584.04, 584.04, 516.17, 0.0, 516.17, 0.0, 0.0, 0.0, 396.47, 373.97, 770.44, 20.76, 3.1, 23.86, 10.53, 10.59, 21.12, 0.0, 0.0, 0.0, 0.01, 0.92, 0.94, 0.0, 3.82, 1.78, 2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 10, 5/2/18 12:16 PM, 300, 500507680C52020F, 8, 9, 20.84, 3.1, 0.0, 583.84, 583.84, 23.94, 0.0, 583.84, 583.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.84, 3.1, 23.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.54, 0.38, 1.46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 11, 5/2/18 12:16 PM, 300, 500507680C53020F, 8, 10, 12.35, 8.16, 7568.74, 3309.68, 10878.42, 20.51, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7568.74, 3309.68, 10878.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.35, 8.16, 20.51, 0.0, 0.0, 0.0, 0.0, 1.51, 1.0, 1.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N1 Port 12, 5/2/18 12:16 PM, 300, 500507680C54020F, 8, 11, 11.94, 8.18, 3123.2, 3252.8, 6376.0, 20.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3123.2, 3252.8, 6376.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.94, 8.18, 20.12, 0.0, 0.0, 0.0, 0.0, 1.46, 1.0, 1.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 1, 5/2/18 12:16 PM, 300, 500507680C11020A, 8, 16, 12.04, 9.43, 300.88, 619.44, 920.32, 21.47, 0.0, 619.44, 619.44, 300.88, 0.0, 300.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.99, 7.2, 13.19, 6.05, 2.23, 8.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.47, 1.15, 1.31, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 2, 5/2/18 12:16 PM, 300, 500507680C12020A, 8, 17, 11.93, 10.33, 730.87, 956.19, 1687.06, 22.26, 0.0, 594.05, 594.05, 300.96, 0.0, 300.96, 0.0, 0.0, 0.0, 429.91, 362.14, 792.04, 5.93, 7.24, 13.18, 5.98, 2.24, 8.22, 0.0, 0.0, 0.0, 0.01, 0.85, 0.86, 0.0, 1.46, 1.26, 1.36, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 3, 5/2/18 12:16 PM, 300, 500507680C13020A, 8, 18, 0.01, 0.91, 366.79, 355.23, 722.02, 0.92, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.07, 0.1, 366.76, 355.16, 721.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.9, 0.92, 0.0, 0.0, 0.11, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 4, 5/2/18 12:16 PM, 300, 500507680C14020A, 8, 19, 8.73, 12.16, 3156.98, 3109.67, 6266.65, 20.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3156.98, 3109.67, 6266.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.73, 12.16, 20.89, 0.0, 0.0, 0.0, 0.0, 1.07, 1.48, 1.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 5, 5/2/18 12:16 PM, 300, 500507680C21020A, 8, 20, 0.2, 0.21, 0.0, 31.12, 31.12, 0.41, 0.0, 31.12, 31.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.21, 0.41, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.03, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 6, 5/2/18 12:16 PM, 300, 500507680C22020A, 8, 21, 6.19, 2.44, 300.93, 30.86, 331.79, 8.62, 0.0, 30.86, 30.86, 300.93, 0.0, 300.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21, 0.19, 0.4, 5.98, 2.24, 8.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.76, 0.3, 0.53, 0.0, 0.0, 0.0, 0.0, 0.0, 550.0, 0.02, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 7, 5/2/18 12:16 PM, 300, 500507680C23020A, 8, 22, 8.21, 11.84, 7743.7, 2995.58, 10739.28, 20.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7743.7, 2995.58, 10739.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.21, 11.84, 20.05, 0.0, 0.0, 0.0, 0.0, 1.0, 1.45, 1.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 8, 5/2/18 12:16 PM, 300, 500507680C24020A, 8, 23, 0.01, 0.93, 350.02, 396.36, 746.39, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06, 0.15, 0.21, 349.96, 396.22, 746.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.01, 0.92, 0.93, 0.0, 0.0, 0.11, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 9, 5/2/18 12:16 PM, 300, 500507680C51020A, 8, 24, 11.33, 6.76, 665.08, 730.46, 1395.54, 18.09, 0.0, 368.08, 368.08, 300.89, 0.0, 300.89, 0.0, 0.0, 0.0, 364.19, 362.37, 726.56, 5.34, 3.63, 8.97, 5.98, 2.22, 8.2, 0.0, 0.0, 0.0, 0.01, 0.91, 0.92, 0.0, 1.38, 0.83, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 10, 5/2/18 12:16 PM, 300, 500507680C52020A, 8, 25, 5.36, 3.66, 0.0, 368.42, 368.42, 9.02, 0.0, 368.42, 368.42, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.36, 3.66, 9.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.65, 0.45, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 11, 5/2/18 12:16 PM, 300, 500507680C53020A, 8, 26, 8.21, 12.29, 3156.43, 7428.63, 10585.06, 20.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3156.43, 7428.63, 10585.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.21, 12.29, 20.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.5, 1.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N2 Port 12, 5/2/18 12:16 PM, 300, 500507680C54020A, 8, 27, 8.25, 11.88, 3099.57, 2983.42, 6082.99, 20.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3099.57, 2983.42, 6082.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.25, 11.88, 20.12, 0.0, 0.0, 0.0, 0.0, 1.01, 1.45, 1.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 1, 5/2/18 12:16 PM, 300, 500507680C1103F5, 8, 32, 42.48, 74.02, 1436.99, 1101.83, 2538.82, 116.5, 0.0, 1101.83, 1101.83, 1436.99, 0.0, 1436.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.9, 10.79, 47.69, 5.58, 63.23, 68.81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.19, 9.04, 7.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 2, 5/2/18 12:16 PM, 300, 500507680C1203F5, 8, 33, 42.96, 76.35, 2331.41, 2227.05, 4558.46, 119.31, 0.0, 1090.06, 1090.06, 1437.08, 0.0, 1437.08, 0.0, 0.0, 0.0, 894.33, 1136.99, 2031.32, 37.39, 10.73, 48.12, 5.54, 63.03, 68.57, 0.0, 0.0, 0.0, 0.03, 2.59, 2.61, 0.0, 5.24, 9.32, 7.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 3, 5/2/18 12:16 PM, 300, 500507680C1303F5, 8, 34, 0.03, 2.61, 942.12, 1141.09, 2083.22, 2.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 942.12, 1141.09, 2083.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 2.61, 2.64, 0.0, 0.0, 0.32, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 4, 5/2/18 12:16 PM, 300, 500507680C1403F5, 8, 35, 9.99, 11.68, 10894.27, 13013.69, 23907.96, 21.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10894.27, 13013.69, 23907.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99, 11.68, 21.67, 0.0, 0.0, 0.0, 0.0, 1.22, 1.43, 1.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 5, 5/2/18 12:16 PM, 300, 500507680C2103F5, 8, 36, 0.85, 1.06, 0.0, 98.03, 98.03, 1.91, 0.0, 98.03, 98.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 1.06, 1.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.13, 0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 6, 5/2/18 12:16 PM, 300, 500507680C2203F5, 8, 37, 6.39, 64.18, 1437.15, 98.43, 1535.58, 70.56, 0.0, 98.43, 98.43, 1437.15, 0.0, 1437.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 1.06, 1.91, 5.54, 63.11, 68.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78, 7.83, 4.3, 0.0, 0.0, 0.0, 0.0, 0.0, 540.0, 0.02, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 7, 5/2/18 12:16 PM, 300, 500507680C2303F5, 8, 38, 9.18, 11.07, 4660.73, 4788.31, 9449.04, 20.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4660.73, 4788.31, 9449.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.18, 11.07, 20.25, 0.0, 0.0, 0.0, 0.0, 1.12, 1.35, 1.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 8, 5/2/18 12:16 PM, 300, 500507680C2403F5, 8, 39, 0.03, 2.6, 966.59, 1132.61, 2099.2, 2.63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.03, 0.1, 966.52, 1132.58, 2099.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 2.6, 2.63, 0.0, 0.0, 0.32, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 9, 5/2/18 12:16 PM, 300, 500507680C5103F5, 8, 40, 68.47, 66.29, 2304.92, 1719.78, 4024.7, 134.76, 0.0, 650.36, 650.36, 1437.15, 0.0, 1437.15, 0.0, 0.0, 0.0, 867.76, 1069.42, 1937.18, 62.82, 0.69, 63.52, 5.62, 62.99, 68.61, 0.0, 0.0, 0.0, 0.03, 2.61, 2.63, 0.0, 8.36, 8.09, 8.22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 10, 5/2/18 12:16 PM, 300, 500507680C5203F5, 8, 41, 63.42, 0.71, 0.0, 652.78, 652.78, 64.13, 0.0, 652.78, 652.78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 63.42, 0.71, 64.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.74, 0.09, 3.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 11, 5/2/18 12:16 PM, 300, 500507680C5303F5, 8, 42, 9.28, 11.16, 4675.6, 4789.34, 9464.94, 20.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4675.6, 4789.34, 9464.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.28, 11.16, 20.43, 0.0, 0.0, 0.0, 0.0, 1.13, 1.36, 1.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N3 Port 12, 5/2/18 12:16 PM, 300, 500507680C5403F5, 8, 43, 9.1, 11.16, 4654.37, 4765.05, 9419.43, 20.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4654.37, 4765.05, 9419.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 11.16, 20.25, 0.0, 0.0, 0.0, 0.0, 1.11, 1.36, 1.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 1, 5/2/18 12:16 PM, 300, 500507680C1103EB, 8, 48, 43.11, 63.43, 1617.98, 1761.34, 3379.33, 106.55, 0.0, 1761.34, 1761.34, 1617.98, 0.0, 1617.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 14.79, 45.8, 12.11, 48.64, 60.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.26, 7.74, 6.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 2, 5/2/18 12:16 PM, 300, 500507680C1203EB, 8, 49, 43.28, 66.1, 2578.9, 2867.87, 5446.77, 109.38, 0.0, 1759.29, 1759.29, 1618.0, 0.0, 1618.0, 0.07, 0.03, 0.1, 960.83, 1108.56, 2069.38, 31.18, 14.8, 45.98, 12.05, 48.69, 60.74, 0.0, 0.0, 0.0, 0.05, 2.6, 2.65, 0.0, 5.28, 8.07, 6.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 3, 5/2/18 12:16 PM, 300, 500507680C1303EB, 8, 50, 0.05, 2.6, 894.93, 1100.55, 1995.48, 2.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 894.93, 1100.55, 1995.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 2.6, 2.65, 0.0, 0.01, 0.32, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 4, 5/2/18 12:16 PM, 300, 500507680C1403EB, 8, 51, 11.61, 10.06, 12909.43, 10776.8, 23686.24, 21.67, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12909.43, 10776.8, 23686.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.61, 10.06, 21.67, 0.0, 0.0, 0.0, 0.0, 1.42, 1.23, 1.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 5, 5/2/18 12:16 PM, 300, 500507680C2103EB, 8, 52, 0.59, 0.8, 0.0, 62.27, 62.27, 1.4, 0.0, 62.27, 62.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59, 0.8, 1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07, 0.1, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 6, 5/2/18 12:16 PM, 300, 500507680C2203EB, 8, 53, 12.62, 49.22, 1617.99, 62.67, 1680.66, 61.84, 0.0, 62.67, 62.67, 1617.99, 0.0, 1617.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.58, 0.78, 1.36, 12.03, 48.45, 60.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.54, 6.01, 3.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 7, 5/2/18 12:16 PM, 300, 500507680C2303EB, 8, 54, 11.0, 9.24, 4686.76, 4546.12, 9232.89, 20.24, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4686.76, 4546.12, 9232.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 9.24, 20.24, 0.0, 0.0, 0.0, 0.0, 1.34, 1.13, 1.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
SVC-2145-CS4SVC1-IBM, CS4SVC1_N4 Port 8, 5/2/18 12:16 PM, 300, 500507680C2403EB, 8, 55, 0.05, 2.59, 883.98, 1139.57, 2023.56, 2.63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 883.98, 1139.57, 2023.56, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 2.59, 2.63, 0.0, 0.01, 0.32, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
